"Class Name - Allocated Objects","Bytes Allocated","Bytes Allocated","Objects Allocated"
"com.bric.qt.io.VideoSampleDescriptionEntry","0.00%","96","1"
"java.io.OutputStreamWriter","0.00%","96","11"
"com.apple.laf.AquaImageFactory$SystemColorProxy","0.00%","96","7"
"sun.font.StrikeCache$SoftDisposerRef","0.00%","96","7"
"com.apple.laf.AquaKeyBindings$SimpleBinding","0.00%","96","25"
"java.awt.Component$3","0.00%","96","14"
"java.lang.ProcessBuilder","0.00%","96","11"
"com.bixly.pastevid.recorders.AudioRecorder","0.00%","96","1"
"sun.misc.URLClassPath$JarLoader$2","0.00%","96","14"
"com.apple.laf.AquaProgressBarUI","0.00%","96","7"
"sun.nio.ch.FileChannelImpl","0.00%","96","8"
"javax.swing.text.DefaultEditorKit$NextVisualPositionAction","0.00%","96","8"
"java.awt.PopupMenu","0.00%","96","1"
"sun.nio.cs.Surrogate$Parser","0.00%","96","17"
"sun.java2d.pipe.AlphaPaintPipe$TileContext","0.00%","96","6"
"sun.awt.CausedFocusEvent$Cause","0.00%","96","14"
"javax.swing.text.AbstractDocument$BidiRootElement","0.00%","96","4"
"javax.swing.text.AbstractDocument$AbstractElement[]","0.00%","96","16"
"java.lang.Float","0.00%","96","28"
"javax.sound.sampled.UnsupportedAudioFileException","0.00%","96","8"
"java.lang.StackTraceElement","0.00%","96","12"
"sun.java2d.pipe.PixelToParallelogramConverter","0.00%","96","8"
"java.awt.Window$WindowDisposerRecord","0.00%","96","17"
"sun.font.FontDesignMetrics$KeyReference","0.00%","96","7"
"javax.sound.sampled.DataLine$Info","0.00%","96","10"
"java.awt.font.TextAttribute","0.00%","96","23"
"sun.font.FileFont[]","0.00%","96","1"
"sun.font.CompositeFont[]","0.00%","96","1"
"sun.font.AttributeValues","0.00%","96","1"
"java.lang.String[][]","0.00%","96","11"
"java.io.ObjectStreamClass$WeakClassKey","0.00%","96","10"
"javax.swing.Timer$DoPostEvent","0.00%","96","24"
"sun.java2d.loops.CompositeType","0.00%","96","19"
"sun.java2d.loops.Blit$GeneralMaskBlit","0.00%","96","6"
"sun.swing.SwingUtilities2$2","0.00%","96","20"
"apple.awt.CWindow$1","0.00%","96","16"
"javax.swing.ToolTipManager","0.00%","96","1"
"com.sun.media.sound.CircularBuffer","0.00%","96","7"
"java.util.concurrent.ConcurrentHashMap","0.00%","96","10"
"java.util.Collections$SynchronizedMap","0.00%","96","9"
"java.text.DateFormat$Field","0.00%","96","18"
"java.text.DateFormat$Field[]","0.00%","96","2"
"java.io.ExpiringCache$Entry","0.00%","96","16"
"java.util.logging.LogManager$3","0.00%","96","13"
"com.bixly.pastevid.recorders.VideoRecorder","0.00%","88","1"
"apple.awt.CFontConfiguration","0.00%","88","1"
"java.awt.geom.AffineTransform[]","0.00%","88","1"
"javax.media.jai.PerspectiveTransform","0.00%","88","2"
"com.sun.imageio.plugins.jpeg.JPEGImageReaderSpi","0.00%","88","1"
"com.sun.imageio.plugins.bmp.BMPImageReaderSpi","0.00%","88","1"
"com.sun.imageio.plugins.bmp.BMPImageWriterSpi","0.00%","88","1"
"double[][]","0.00%","88","3"
"com.sun.imageio.plugins.gif.GIFImageReaderSpi","0.00%","88","1"
"apple.awt.CImage$Creator$1","0.00%","88","2"
"java.util.jar.JarVerifier","0.00%","88","3"
"com.sun.media.sound.MixerSourceLine","0.00%","88","2"
"com.sun.imageio.plugins.jpeg.JPEGImageWriterSpi","0.00%","88","1"
"com.sun.imageio.plugins.gif.GIFImageWriterSpi","0.00%","88","1"
"apple.awt.CGraphicsDevice","0.00%","88","1"
"com.sun.imageio.plugins.wbmp.WBMPImageWriterSpi","0.00%","88","1"
"com.sun.imageio.plugins.wbmp.WBMPImageReaderSpi","0.00%","88","1"
"com.sun.imageio.plugins.tiff.TIFFImageReaderSpi","0.00%","88","1"
"com.sun.imageio.plugins.png.PNGImageWriterSpi","0.00%","88","1"
"com.sun.imageio.plugins.png.PNGImageReaderSpi","0.00%","88","1"
"sun.net.www.http.HttpClient","0.00%","80","2"
"sun.font.GlyphList","0.00%","80","1"
"apple.laf.JRSUIState$ScrollBarState","0.00%","80","2"
"sun.font.StandardGlyphVector","0.00%","80","1"
"java.security.ProtectionDomain","0.00%","80","7"
"javax.swing.JToggleButton$AccessibleJToggleButton","0.00%","80","1"
"sun.nio.cs.ISO_8859_1$Decoder","0.00%","80","9"
"sun.nio.cs.UTF_8$Decoder","0.00%","80","6"
"java.awt.MenuItem","0.00%","80","4"
"javax.swing.JToggleButton$ToggleButtonModel","0.00%","80","6"
"javax.swing.text.GapContent$MarkData[]","0.00%","80","8"
"com.bixly.pastevid.recorders.Recorder$2","0.00%","80","5"
"com.apple.laf.AquaImageFactory$SlicedImageControl","0.00%","80","2"
"com.apple.laf.AquaImageFactory$4","0.00%","80","1"
"apple.awt.ComponentModel$1","0.00%","80","17"
"apple.awt.CToolkit$NamedCursor","0.00%","80","6"
"java.net.URI","0.00%","80","4"
"apple.awt.RuntimeOptions","0.00%","80","1"
"java.lang.ClassLoader$2","0.00%","80","19"
"com.bixly.pastevid.editors.VideoScrubManager","0.00%","80","1"
"java.lang.ref.ReferenceQueue$Lock","0.00%","80","21"
"com.bixly.pastevid.recorders.AudioCache","0.00%","80","1"
"javax.swing.BoxLayout","0.00%","80","5"
"com.apple.eawt._AppEventHandler","0.00%","80","1"
"java.io.ObjectOutputStream$HandleTable","0.00%","80","8"
"com.sun.media.sound.WaveFileFormat","0.00%","80","7"
"java.nio.ByteBuffer[]","0.00%","80","1"
"javax.swing.GrayFilter","0.00%","80","7"
"com.sun.media.sound.HeadspaceMixer","0.00%","80","1"
"com.sun.media.sound.HeadspaceMixer$MixerReverbControl$MixerReverbType","0.00%","80","6"
"apple.awt.ClientPropertyApplicator$Property[]","0.00%","80","1"
"javax.imageio.ImageTypeSpecifier[]","0.00%","72","1"
"com.apple.laf.AquaFonts$DerivedUIResourceFont","0.00%","72","3"
"javax.swing.RepaintManager","0.00%","72","1"
"java.awt.EventQueue","0.00%","72","1"
"com.sun.media.sound.SimpleInputDevice","0.00%","72","1"
"javax.swing.plaf.InputMapUIResource","0.00%","72","10"
"com.bric.qt.io.TrackHeaderAtom","0.00%","72","1"
"apple.laf.JRSUIConstants$PropertyEncoding","0.00%","72","11"
"java.awt.DefaultKeyboardFocusManager","0.00%","72","1"
"javax.swing.KeyStroke","0.00%","72","16"
"java.util.regex.Pattern$Node[]","0.00%","72","11"
"java.util.Collections$SynchronizedSet","0.00%","72","13"
"java.awt.geom.Point2D$Float","0.00%","72","10"
"java.awt.Cursor[]","0.00%","72","2"
"com.bixly.pastevid.recorders.Recorder","0.00%","72","1"
"sun.java2d.loops.MaskBlit$General","0.00%","72","2"
"sun.awt.CausedFocusEvent$Cause[]","0.00%","72","1"
"javax.swing.text.PlainDocument","0.00%","72","4"
"sun.net.www.protocol.jar.URLJarFile","0.00%","72","2"
"sun.awt.util.IdentityArrayList","0.00%","72","13"
"javax.swing.text.StyleContext$SmallAttributeSet","0.00%","72","10"
"java.util.regex.Pattern$BitClass","0.00%","72","10"
"java.awt.AlphaComposite","0.00%","72","12"
"java.awt.Queue","0.00%","64","4"
"apple.awt.ComponentModel$2","0.00%","64","17"
"com.sun.imageio.plugins.jpeg.ImageTypeProducer[]","0.00%","64","1"
"apple.awt.CGraphicsEnvironment","0.00%","64","1"
"javax.swing.text.FieldView","0.00%","64","2"
"javax.swing.plaf.BorderUIResource$EmptyBorderUIResource","0.00%","64","4"
"apple.awt.CPeerSurfaceData$SurfaceFlushingLock","0.00%","64","17"
"java.util.LinkedHashMap$EntryIterator","0.00%","64","4"
"java.net.URI$Parser","0.00%","64","4"
"javax.swing.text.PlainView","0.00%","64","2"
"java.util.regex.Pattern$Branch","0.00%","64","9"
"java.io.ByteArrayInputStream","0.00%","64","7"
"java.io.DataOutputStream","0.00%","64","9"
"com.sun.media.sound.SimpleInputDevice$InputDeviceDataLine","0.00%","64","5"
"java.util.jar.Manifest$FastInputStream","0.00%","64","4"
"apple.awt.CToolkit","0.00%","64","1"
"com.sun.media.sound.MixerSourceLine$MixerSourceLineGainControl","0.00%","64","2"
"java.lang.NumberFormatException","0.00%","64","7"
"javax.swing.UIDefaults","0.00%","64","1"
"java.lang.ClassLoader$NativeLibrary","0.00%","64","5"
"java.security.BasicPermissionCollection","0.00%","64","4"
"javax.swing.MultiUIDefaults","0.00%","64","1"
"java.util.TreeSet","0.00%","64","15"
"java.util.HashMap$Values","0.00%","64","19"
"javax.swing.JRootPane$RootLayout","0.00%","64","16"
"java.io.FilePermission","0.00%","64","10"
"java.util.ResourceBundle$Control$1","0.00%","64","6"
"javax.sound.sampled.Line[]","0.00%","64","14"
"java.awt.color.ICC_ColorSpace","0.00%","64","1"
"com.bixly.pastevid.models.AudioFileItem","0.00%","64","1"
"java.lang.StackTraceElement[]","0.00%","64","2"
"java.awt.Window$1DisposeAction","0.00%","64","21"
"java.lang.NoSuchFieldException","0.00%","64","5"
"java.awt.TrayIcon","0.00%","64","1"
"sun.font.FontManager$FontRegistrationInfo","0.00%","64","8"
"com.apple.laf.AquaUtils$LazySingletonFromDefaultConstructor","0.00%","64","17"
"java.awt.Toolkit$SelectiveAWTEventListener","0.00%","64","8"
"javax.imageio.spi.SubRegistry","0.00%","64","5"
"apple.awt.CWindow$18","0.00%","64","18"
"java.security.Permissions","0.00%","64","6"
"apple.laf.JRSUIConstants$State","0.00%","64","7"
"javax.swing.TransferHandler$SwingDropTarget","0.00%","56","2"
"javax.sound.sampled.Control[]","0.00%","56","11"
"com.sun.media.sound.MixerSourceLine$MixerSourceLinePanControl","0.00%","56","2"
"com.sun.media.sound.MixerSourceLine$MixerSourceLineSampleRateControl","0.00%","56","2"
"sun.nio.cs.UTF_16$Decoder","0.00%","56","1"
"java.text.DateFormatSymbols","0.00%","56","1"
"java.io.ObjectOutputStream","0.00%","56","4"
"com.apple.laf.AquaCachingPainter","0.00%","56","1"
"com.apple.laf.AquaScrollPaneUI","0.00%","56","1"
"sun.awt.SunHints$Value[][]","0.00%","56","1"
"com.bric.qt.io.HandlerReferenceAtom","0.00%","56","2"
"sun.awt.AppContext","0.00%","56","1"
"it.sauronsoftware.jave.RBufferedReader","0.00%","56","2"
"javax.swing.ScrollPaneLayout$UIResource","0.00%","56","1"
"com.apple.laf.AquaScrollBarUI","0.00%","56","2"
"com.apple.laf.AquaNativeResources$CColorPaintUIResource","0.00%","56","1"
"com.bric.qt.io.MediaHeaderAtom","0.00%","56","1"
"sun.awt.im.ExecutableInputMethodManager","0.00%","56","1"
"sun.util.resources.LocaleData$1","0.00%","48","5"
"sun.swing.ImageIconUIResource","0.00%","48","3"
"sun.security.util.ManifestEntryVerifier","0.00%","48","3"
"sun.security.action.GetBooleanAction","0.00%","48","9"
"sun.nio.ch.NativeThreadSet","0.00%","48","8"
"sun.net.www.protocol.jar.JarURLConnection$JarURLInputStream","0.00%","48","6"
"sun.net.www.protocol.http.HttpURLConnection$HttpInputStream","0.00%","48","2"
"sun.net.www.http.KeepAliveStreamCleaner","0.00%","48","1"
"sun.net.www.http.KeepAliveStream","0.00%","48","2"
"sun.net.www.http.KeepAliveCache","0.00%","48","1"
"sun.net.www.ParseUtil","0.00%","48","14"
"sun.java2d.loops.ScaledBlit","0.00%","48","1"
"sun.java2d.loops.MaskFill","0.00%","48","1"
"sun.java2d.loops.MaskBlit","0.00%","48","1"
"sun.java2d.loops.FillRect","0.00%","48","1"
"sun.java2d.loops.DrawGlyphListLCD","0.00%","48","1"
"sun.java2d.loops.DrawGlyphListAA","0.00%","48","1"
"sun.java2d.loops.DrawGlyphList","0.00%","48","1"
"sun.java2d.loops.BlitBg","0.00%","48","1"
"sun.java2d.loops.Blit","0.00%","48","1"
"sun.java2d.NullSurfaceData","0.00%","48","1"
"sun.font.TrueTypeFont$TTDisposerRecord","0.00%","48","8"
"sun.font.TrueTypeFont$1","0.00%","48","8"
"sun.font.FontStrike[]","0.00%","48","1"
"sun.font.FontDesignMetrics$MetricsKey","0.00%","48","8"
"sun.font.AppleNativeStrike$GlyphAdvanceCache","0.00%","48","7"
"sun.awt.SunHints$Key","0.00%","48","9"
"sun.awt.ModalityEvent","0.00%","48","4"
"sun.awt.AWTAutoShutdown$PeerMap","0.00%","48","1"
"javax.swing.text.StyleContext$KeyEnumeration","0.00%","48","10"
"javax.swing.text.GapContent$StickyPosition","0.00%","48","8"
"javax.swing.text.Element[]","0.00%","48","8"
"javax.swing.text.AbstractDocument$DefaultDocumentEvent","0.00%","48","2"
"javax.swing.plaf.basic.LazyActionMap","0.00%","48","5"
"javax.swing.plaf.basic.BasicOptionPaneUI$ButtonActionListener","0.00%","48","7"
"javax.swing.plaf.DimensionUIResource","0.00%","48","7"
"javax.swing.plaf.ActionMapUIResource","0.00%","48","5"
"javax.swing.border.LineBorder","0.00%","48","7"
"javax.swing.UIManager$LookAndFeelInfo","0.00%","48","4"
"javax.swing.UIManager$LAFState","0.00%","48","1"
"javax.swing.TransferHandler$DropHandler","0.00%","48","1"
"javax.swing.GroupLayout$Alignment","0.00%","48","4"
"javax.swing.DropMode[]","0.00%","48","1"
"javax.swing.DropMode","0.00%","48","8"
"javax.sound.sampled.Mixer$Info[]","0.00%","48","12"
"javax.sound.sampled.AudioFileFormat$Type[]","0.00%","48","6"
"javax.sound.sampled.AudioFileFormat$Type","0.00%","48","6"
"javax.imageio.spi.PartiallyOrderedSet","0.00%","48","5"
"javax.imageio.ImageTypeSpecifier$Packed","0.00%","48","1"
"java.util.regex.Pattern$Dot","0.00%","48","13"
"java.util.regex.Pattern$Dollar","0.00%","48","9"
"java.util.regex.Pattern$CharProperty$1","0.00%","48","6"
"java.util.regex.Pattern$Begin","0.00%","48","9"
"java.util.jar.Manifest","0.00%","48","4"
"java.util.WeakHashMap$KeyIterator","0.00%","48","1"
"java.util.Vector$1","0.00%","48","7"
"java.util.Timer$1","0.00%","48","8"
"java.util.Timer","0.00%","48","8"
"java.util.TaskQueue","0.00%","48","8"
"java.util.Hashtable$EntrySet","0.00%","48","12"
"java.text.NumberFormat$Field","0.00%","48","11"
"java.text.AttributedString$AttributedStringIterator","0.00%","48","1"
"java.net.SocketOutputStream","0.00%","48","2"
"java.net.SocketInputStream","0.00%","48","2"
"java.net.InetAddress[]","0.00%","48","5"
"java.math.RoundingMode[]","0.00%","48","1"
"java.math.RoundingMode","0.00%","48","8"
"java.lang.UNIXProcess$1","0.00%","48","11"
"java.lang.StringCoding$StringDecoder","0.00%","48","5"
"java.io.ObjectStreamClass$EntryFuture","0.00%","48","7"
"java.io.ObjectStreamClass$2","0.00%","48","4"
"java.io.InputStreamReader","0.00%","48","11"
"java.awt.Toolkit$ToolkitEventMulticaster","0.00%","48","6"
"java.awt.MediaTracker","0.00%","48","9"
"java.awt.LightweightDispatcher$2","0.00%","48","15"
"java.awt.GridBagLayout","0.00%","48","3"
"java.awt.AWTKeyStroke","0.00%","48","5"
"it.sauronsoftware.jave.locators.FFMPEGExecutor","0.00%","48","3"
"com.sun.imageio.plugins.jpeg.ImageTypeProducer","0.00%","48","4"
"com.bric.qt.io.ParentAtom","0.00%","48","6"
"com.bixly.pastevid.screencap.RecorderPanel$7","0.00%","48","7"
"com.bixly.pastevid.download.DownloadStatus","0.00%","48","5"
"com.apple.laf.AquaTextFieldUI","0.00%","48","1"
"com.apple.laf.AquaTextAreaUI","0.00%","48","1"
"com.apple.laf.AquaSliderUI$TrackListener","0.00%","48","2"
"com.apple.laf.AquaKeyBindings","0.00%","48","1"
"apple.laf.JRSUIControl$BufferState","0.00%","48","4"
"apple.laf.JRSUIConstants$Key","0.00%","48","5"
"apple.awt.CToolkit$AppleSpecificColor","0.00%","48","3"
"apple.awt.CRobot","0.00%","48","1"
"sun.text.resources.FormatData_en_US","0.00%","40","1"
"com.apple.laf.AquaOptionPaneUI","0.00%","40","2"
"javax.swing.text.GapContent$InsertUndo","0.00%","40","2"
"javax.swing.text.GapContent","0.00%","40","4"
"java.util.HashMap$EntryIterator","0.00%","40","1"
"sun.awt.AWTAutoShutdown","0.00%","40","1"
"java.util.PropertyResourceBundle","0.00%","40","2"
"short[][][]","0.00%","40","1"
"java.text.AttributedString","0.00%","40","1"
"com.apple.laf.AquaProgressBarUI$Animator","0.00%","40","4"
"com.apple.laf.AquaScrollBarUI$TrackListener","0.00%","40","2"
"sun.util.resources.CalendarData_en","0.00%","40","1"
"sun.util.resources.CalendarData","0.00%","40","1"
"java.io.ObjectStreamClass$FieldReflector","0.00%","40","3"
"javax.swing.text.StyleContext","0.00%","40","1"
"java.io.ObjectStreamClass$FieldReflectorKey","0.00%","40","4"
"java.awt.Cursor","0.00%","40","4"
"com.apple.resources.MacOSXResourceBundle","0.00%","40","1"
"sun.util.resources.CurrencyNames","0.00%","40","1"
"com.bixly.pastevid.download.DownloadStatus[]","0.00%","40","1"
"com.apple.laf.AquaButtonBorder$Dynamic","0.00%","40","1"
"sun.java2d.pipe.Region$ImmutableRegion","0.00%","40","2"
"com.bric.qt.io.VideoMediaInformationHeaderAtom","0.00%","40","1"
"javax.swing.text.AbstractDocument$BidiElement","0.00%","40","4"
"com.bixly.pastevid.models.VideoFileItem","0.00%","40","1"
"sun.java2d.loops.SurfaceType[]","0.00%","40","1"
"com.bixly.pastevid.recorders.Recorder$3","0.00%","40","2"
"sun.java2d.loops.RenderLoops[]","0.00%","40","1"
"java.awt.FontMetrics[]","0.00%","40","2"
"com.bric.qt.io.SampleSizeAtom","0.00%","40","1"
"java.awt.datatransfer.SystemFlavorMap","0.00%","40","1"
"com.apple.laf.AquaButtonCheckBoxUI","0.00%","40","1"
"java.awt.color.ICC_ProfileRGB","0.00%","40","1"
"com.sun.media.sound.SimpleInputDeviceProvider$InputDeviceInfo","0.00%","40","1"
"sun.text.resources.FormatData","0.00%","40","1"
"com.bixly.pastevid.screencap.components.progressbar.FFMpegProgressBarListener","0.00%","40","1"
"javax.swing.text.AbstractDocument$BranchElement","0.00%","40","4"
"javax.swing.plaf.basic.BasicTextUI$BasicCursor","0.00%","40","1"
"com.bric.qt.io.SampleToChunkEntry","0.00%","40","2"
"javax.swing.plaf.basic.BasicTextUI$TextTransferHandler","0.00%","40","1"
"java.io.ObjectOutputStream$BlockDataOutputStream","0.00%","40","4"
"sun.swing.SwingUtilities2$LSBCacheEntry[]","0.00%","40","1"
"sun.text.resources.FormatData_en","0.00%","40","1"
"com.sun.swing.internal.plaf.basic.resources.basic","0.00%","40","1"
"int[][][]","0.00%","40","1"
"javax.swing.text.AbstractDocument$LeafElement","0.00%","40","4"
"it.sauronsoftware.jave.AudioAttributes","0.00%","40","3"
"java.util.MissingResourceException","0.00%","40","1"
"java.awt.Robot","0.00%","40","1"
"javax.sound.sampled.ReverbType[]","0.00%","40","1"
"it.sauronsoftware.jave.EncodingAttributes","0.00%","40","3"
"sun.util.resources.CurrencyNames_en_US","0.00%","40","1"
"java.util.ServiceLoader$LazyIterator","0.00%","40","4"
"sun.font.FontDesignMetrics[]","0.00%","40","1"
"apple.awt.CTrayIconPeer","0.00%","40","1"
"sun.awt.FontDescriptor[][][]","0.00%","40","1"
"sun.awt.resources.awt","0.00%","40","1"
"java.util.IdentityHashMap","0.00%","40","4"
"com.bric.qt.io.SampleToChunkAtom","0.00%","32","1"
"javax.swing.plaf.basic.BasicTextUI$TextActionWrapper","0.00%","32","2"
"com.bric.qt.io.JPEGMovieAnimation","0.00%","32","1"
"com.bric.qt.io.DataReferenceEntry","0.00%","32","1"
"com.bric.qt.io.DataReferenceAtom","0.00%","32","1"
"com.bric.qt.io.ChunkOffsetAtom","0.00%","32","1"
"javax.swing.JProgressBar$ModelListener","0.00%","32","7"
"apple.awt.CDropTarget","0.00%","32","1"
"sun.dc.pr.Rasterizer","0.00%","32","1"
"com.bixly.pastevid.screencap.components.progressbar.ProgressBarUploadProgressListener","0.00%","32","1"
"sun.font.AppleNativeCharToGlyphMapper","0.00%","32","4"
"java.awt.Toolkit$DesktopPropertyChangeSupport","0.00%","32","1"
"sun.font.AppleNativeCharToGlyphMapper$Cache","0.00%","32","4"
"java.util.Set[]","0.00%","32","2"
"java.awt.RenderingHints","0.00%","32","8"
"java.awt.Queue[]","0.00%","32","1"
"javax.swing.text.DefaultEditorKit$BeginAction","0.00%","32","2"
"javax.swing.text.DefaultEditorKit$BeginLineAction","0.00%","32","3"
"javax.swing.text.DefaultEditorKit$BeginParagraphAction","0.00%","32","3"
"javax.swing.text.DefaultEditorKit$BeginWordAction","0.00%","32","3"
"apple.awt.CRenderer","0.00%","32","1"
